,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,panel_type_IPS,DisplayType,IsTouchscreen,Resolution_Width,Resolution_Height,CPU_brand,CPU_series_model_gen_type,CPU_speed,Memory_Capacity,Type,Total_Memory_Capacity_GB,GPU_Brand,GPU_series,GPU_model_no
329,Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06kg,140605.92,0.0,4K Ultra HD,1.0,3840.0,2160.0,Intel,Core i7 7700HQ,2.8GHz,1024GB,SSD,1024.0,Nvidia,Geforce GTX,1050
330,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7kg,63882.72,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8GHz,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,Geforce GTX 1050 Ti,
331,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.0kg,50243.04,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 7200U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,620
332,Asus,Notebook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10,2kg,71075.52,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7500U,2.7GHz,256GB + 1024GB,SSD+HDD,1280.0,Intel,Hd Graphics,620
333,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,1.85kg,23922.72,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i3 6006U,2GHz,1024GB,HDD,1024.0,Intel,Hd Graphics,520
334,Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.5kg,53226.72,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8GHz,256GB,SSD,256.0,Nvidia,Geforce GTX,1050
335,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.48kg,67559.04,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 7300U,2.6GHz,256GB,SSD,256.0,Intel,Hd Graphics,620
337,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.84kg,60952.32,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 7200U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,620
338,Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,Linux,2kg,14651.4672,0.0,,0.0,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1GHz,1024GB,HDD,1024.0,Intel,Hd Graphics,500
339,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,2kg,60885.72,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 8250U,1.6GHz,256GB,SSD,256.0,Nvidia,Geforce,940MX
340,Dell,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Intel HD Graphics,Linux,2.2kg,14646.672,0.0,,0.0,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6GHz,500GB,HDD,500.0,Intel,Hd Graphics,
341,Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12GB,2TB HDD,AMD Radeon 530,Windows 10,2.2kg,47898.72,0.0,Full HD,0.0,1920.0,1080.0,Amd,A12-Series 9720P,3.6GHz,2048GB,HDD,2048.0,Amd,Radeon,530
342,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,Nvidia GeForce 930MX ,Windows 10,2.1kg,38148.48,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i3 7100U,2.4GHz,1024GB,HDD,1024.0,Nvidia,Geforce,930MX
343,Lenovo,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Intel UHD Graphics 620,Windows 10,1.4kg,111834.72,1.0,4K Ultra HD,1.0,3840.0,2160.0,Intel,Core i7 8550U,1.8GHz,512GB,SSD,512.0,Intel,Uhd Graphics,620
344,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2kg,84129.12,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 8550U,1.8GHz,256GB,SSD,256.0,Intel,Uhd Graphics,620
345,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4kg,60153.12,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8GHz,256GB + 2048GB,SSD+HDD,2304.0,Nvidia,Geforce GTX 1050 Ti,
346,HP,Notebook,14,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.44kg,14865.12,0.0,,0.0,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6GHz,32GB,Flash Storage,32.0,Intel,Hd Graphics,400
347,Dell,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8650U 1.9GHz,16GB,512GB SSD +  256GB SSD,Intel UHD Graphics 620,Windows 10,1.88kg,85672.1088,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 8650U,1.9GHz,512GB + 256GB,SSD,768.0,Intel,Uhd Graphics,620
348,Asus,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5kg,19980.0,0.0,,1.0,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1GHz,32GB,Flash Storage,32.0,Intel,Hd Graphics,500
349,Dell,Ultrabook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,AMD Radeon 530,Windows 10,0.0002kg,35324.64,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 8250U,1.6GHz,1024GB,HDD,1024.0,Amd,Radeon,530
351,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.84kg,69477.12,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7500U,2.7GHz,256GB,SSD,256.0,Intel,Hd Graphics,620
352,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7kg,75071.52,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8GHz,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,Geforce GTX,1060
353,HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia Quadro M1200,Windows 10,2.6kg,92615.0256,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8GHz,256GB,SSD,256.0,Nvidia,Quadro,M1200
354,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Nvidia GeForce 930M,Windows 10,2.4kg,74751.84,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6500U,2.5GHz,512GB,SSD,512.0,Nvidia,Geforce,930M
355,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.02kg,51729.552,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 8550U,1.8GHz,128GB + 2048GB,SSD+HDD,2176.0,Amd,Radeon,530
356,Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,No OS,2.2kg,17155.6272,0.0,,0.0,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1GHz,1024GB,HDD,1024.0,Intel,Hd Graphics,500
357,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.65kg,53226.72,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 7300HQ,2.5GHz,1024GB,HDD,1024.0,Nvidia,Geforce GTX,1050
358,Dell,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8GB,2TB HDD,Intel HD Graphics 620,Windows 10,2.36kg,29696.6736,0.0,,1.0,1366.0,768.0,Intel,Core i5 7200U,2.5GHz,2048GB,HDD,2048.0,Intel,Hd Graphics,620
359,Dell,Notebook,14,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.36kg,76030.56,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 7300U,2.6GHz,256GB,SSD,256.0,Intel,Hd Graphics,620
360,HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.86kg,23389.92,0.0,,0.0,1366.0,768.0,Intel,Core i3 6006U,2GHz,500GB,HDD,500.0,Intel,Hd Graphics,520
361,Asus,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2kg,50349.6,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 7200U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,620
362,Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 940MX,Windows 10,2.8kg,38308.32,0.0,,0.0,1600.0,900.0,Intel,Core i5 7200U,2.5GHz,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,Geforce GTX,940MX
363,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,1.86kg,34045.92,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 7200U,2.5GHz,1024GB,HDD,1024.0,Intel,Hd Graphics,620
364,Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8GB,256GB SSD,Nvidia GeForce 920MX ,No OS,2.2kg,26586.72,0.0,,0.0,1366.0,768.0,Intel,Core i3 6006U,2GHz,256GB,SSD,256.0,Nvidia,Geforce,920MX
365,HP,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8GB,2TB HDD,Intel HD Graphics 405,Windows 10,2.04kg,20725.92,0.0,,0.0,1366.0,768.0,Intel,Pentium Quad Core N3710,1.6GHz,2048GB,HDD,2048.0,Intel,Hd Graphics,405
366,Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.8kg,57808.8,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 8250U,1.6GHz,128GB + 1024GB,SSD+HDD,1152.0,Amd,Radeon,530
367,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,No OS,2.4kg,43103.52,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 7300HQ,2.5GHz,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,Geforce GTX,1050
368,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMD Radeon R7 M445,Windows 10,2.33kg,47898.72,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7500U,2.7GHz,256GB,SSD,256.0,Amd,Radeon R7,M445
369,HP,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.36kg,93240.0,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7500U,2.7GHz,256GB,SSD,256.0,Intel,Hd Graphics,620
370,Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,512GB SSD +  2TB HDD,Nvidia GeForce GT 940MX,Windows 10,2.26kg,58554.72,0.0,Full HD,1.0,1920.0,1080.0,Intel,Core i7 7500U,2.7GHz,512GB + 2048GB,SSD+HDD,2560.0,Nvidia,Geforce Gt,940MX
371,Acer,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4GB,128GB SSD,AMD Radeon R5,Windows 10,2.1kg,22697.28,0.0,,0.0,1366.0,768.0,Amd,A9-Series 9420,3GHz,128GB,SSD,128.0,Amd,Radeon,R5
372,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,AMD Ryzen 1700 3GHz,16GB,256GB SSD +  1TB HDD,AMD Radeon RX 580,Windows 10,3.25kg,117162.72,1.0,Full HD,0.0,1920.0,1080.0,Amd,Ryzen 1700,3GHz,256GB + 1024GB,SSD+HDD,1280.0,Amd,Radeon Rx,580
373,Lenovo,Notebook,17.3,1600x900,AMD A8-Series 7410 2.2GHz,4GB,128GB SSD,AMD Radeon R5,Windows 10,2.6kg,26053.92,0.0,,0.0,1600.0,900.0,Amd,A8-Series 7410,2.2GHz,128GB,SSD,128.0,Amd,Radeon,R5
374,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.62kg,46300.8528,0.0,Full HD,1.0,1920.0,1080.0,Intel,Core i7 8550U,1.8GHz,256GB,SSD,256.0,Intel,Uhd Graphics,620
375,HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4GB,256GB SSD,AMD Radeon R5,Windows 10,1.91kg,26053.3872,0.0,Full HD,0.0,1920.0,1080.0,Amd,A9-Series 9420,3GHz,256GB,SSD,256.0,Amd,Radeon,R5
376,Lenovo,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Quad Core N3450 1.1GHz,4GB,128GB SSD,Intel HD Graphics 500,Windows 10,1.59kg,29463.84,1.0,,0.0,1366.0,768.0,Intel,Celeron Quad Core N3450,1.1GHz,128GB,SSD,128.0,Intel,Hd Graphics,500
377,Dell,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.60GHz,4GB,500GB HDD,Intel HD Graphics 400,Windows 10,1.8kg,16463.52,0.0,,0.0,1366.0,768.0,Intel,Celeron Dual Core N3060,1.60GHz,500GB,HDD,500.0,Intel,Hd Graphics,400
378,Asus,Notebook,14,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5kg,15238.08,0.0,,0.0,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1GHz,32GB,Flash Storage,32.0,Intel,Hd Graphics,500
379,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4kg,45074.88,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8GHz,1024GB,HDD,1024.0,Nvidia,Geforce GTX,1050
380,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.35kg,63456.48,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8GHz,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,Geforce GTX,1050
381,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Intel HD Graphics 520,No OS,1.85kg,21498.48,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i3 6006U,2GHz,128GB,SSD,128.0,Intel,Hd Graphics,520
382,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.3kg,88178.4,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8GHz,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,Geforce GTX,1060
383,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.5kg,58554.72,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 7200U,2.5GHz,256GB,SSD,256.0,Nvidia,Geforce,940MX
384,Asus,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.1kg,93181.392,0.0,Full HD,1.0,1920.0,1080.0,Intel,Core i7 7500U,2.7GHz,512GB,SSD,512.0,Intel,Hd Graphics,620
385,Lenovo,Ultrabook,14,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.13kg,121584.96,1.0,,0.0,2560.0,1440.0,Intel,Core i7 7500U,2.7GHz,512GB,SSD,512.0,Intel,Hd Graphics,620
386,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.5kg,29250.72,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i3 7100U,2.4GHz,128GB,SSD,128.0,Intel,Hd Graphics,620
387,Dell,Workstation,15.6,Full HD 1920x1080,Intel Core i5 6440HQ 2.6GHz,8GB,500GB HDD,AMD FirePro W5130M,Windows 10,2.23kg,72940.32,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 6440HQ,2.6GHz,500GB,HDD,500.0,Amd,Firepro,W5130M
388,Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8GB,256GB SSD,Nvidia Quadro M1200,Windows 10,2kg,113752.8,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6820HQ,2.7GHz,256GB,SSD,256.0,Nvidia,Quadro,M1200
389,Lenovo,2 in 1 Convertible,14,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.42kg,133679.52,0.0,,1.0,2560.0,1440.0,Intel,Core i7 7500U,2.7GHz,512GB,SSD,512.0,Intel,Hd Graphics,620
390,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3kg,55357.92,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8GHz,1024GB,HDD,1024.0,Nvidia,Geforce GTX,1050
391,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,3kg,84768.48,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8GHz,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,Geforce GTX 1050 Ti,
392,Acer,Notebook,15.6,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,12GB,1TB HDD,Nvidia GeForce MX130,Windows 10,2.2kg,36975.7872,1.0,,0.0,1366.0,768.0,Intel,Core i5 8250U,1.6GHz,1024GB,HDD,1024.0,Nvidia,Geforce,MX130
393,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7kg,71874.72,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8GHz,256GB,SSD,256.0,Nvidia,Geforce GTX 1050 Ti,
394,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMD Radeon R7 M445,Linux,2.33kg,41498.1936,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7500U,2.7GHz,256GB,SSD,256.0,Amd,Radeon R7,M445
395,HP,Ultrabook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4GB,256GB SSD,AMD Radeon 520,Windows 10,1.91kg,26586.72,0.0,Full HD,0.0,1920.0,1080.0,Amd,A9-Series 9420,3GHz,256GB,SSD,256.0,Amd,Radeon,520
396,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,AMD Radeon RX 550,Windows 10,2.1kg,65510.9568,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 8550U,1.8GHz,256GB,SSD,256.0,Amd,Radeon Rx,550
397,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.9kg,49976.64,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 7200U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,620
398,Dell,Workstation,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia Quadro M1200,Windows 10,1.78kg,144495.36,0.0,4K Ultra HD,1.0,3840.0,2160.0,Intel,Core i7 7700HQ,2.8GHz,256GB,SSD,256.0,Nvidia,Quadro,M1200
399,Lenovo,Ultrabook,14,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,16GB,1TB SSD,Intel HD Graphics 620,Windows 10,1.13kg,139860.0,1.0,,0.0,2560.0,1440.0,Intel,Core i7 7500U,2.7GHz,1024GB,SSD,1024.0,Intel,Hd Graphics,620
400,Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,Windows 10,2.2kg,16303.68,0.0,,0.0,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1GHz,1024GB,HDD,1024.0,Intel,Hd Graphics,500
401,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.9kg,81465.12,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8GHz,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,Geforce GTX,1050
402,Lenovo,Notebook,25.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD +  1TB HDD,AMD Radeon RX 550,Windows 10,2.1kg,60978.96,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 8250U,1.6GHz,256GB + 1024GB,SSD+HDD,1280.0,Amd,Radeon Rx,550
403,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,Linux,2.5kg,46833.12,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8GHz,256GB,SSD,256.0,Nvidia,Geforce GTX,1050
404,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.8kg,119826.72,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8GHz,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,Geforce GTX,1070
405,Asus,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.10kg,99793.44,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7500U,2.7GHz,512GB,SSD,512.0,Intel,Hd Graphics,620
406,Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.2kg,93080.16,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6500U,2.5GHz,512GB,SSD,512.0,Intel,Hd Graphics,520
407,Dell,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,512GB SSD,Intel HD Graphics,Windows 10,1.36kg,89510.4,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7600U,2.8GHz,512GB,SSD,512.0,Intel,Hd Graphics,
408,Lenovo,Notebook,35.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.2kg,21791.52,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i3 6006U,2GHz,500GB,HDD,500.0,Intel,Hd Graphics,520
409,Lenovo,Notebook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.15kg,16221.096,0.0,,0.0,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1GHz,32GB,Flash Storage,32.0,Intel,Hd Graphics,500
410,Lenovo,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,Nvidia Quadro M1200,Windows 10,2.67kg,102564.0,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8GHz,512GB,SSD,512.0,Nvidia,Quadro,M1200
411,Lenovo,Ultrabook,14,IPS Panel Full HD 2560x1440,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,Nvidia GeForce GT 940MX,Windows 10,1.7kg,103523.04,1.0,Full HD,0.0,2560.0,1440.0,Intel,Core i7 7700HQ,2.8GHz,512GB,SSD,512.0,Nvidia,Geforce Gt,940MX
412,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMD Radeon 520,Windows 10,2.1kg,24988.32,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i3 6006U,2GHz,1024GB,HDD,1024.0,Amd,Radeon,520
413,Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.6kg,42038.4528,1.0,Full HD,1.0,1920.0,1080.0,Intel,Core i7 6500U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
414,Asus,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.27kg,49443.84,1.0,Full HD,1.0,1920.0,1080.0,Intel,Core i5 7200U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,620
