,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,panel_type_IPS,DisplayType,IsTouchscreen,Resolution_Width,Resolution_Height,CPU_brand,CPU_series_model_gen_type,CPU_speed_GHz,Memory_Capacity,Type,Total_Memory_Capacity_GB,GPU_Brand,GPU_Series,GPU_model_no,Ram_GB,Weight_kg
323,HP,Notebook,15.6,IPS Panel Full HD 1366x768,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,Intel UHD Graphics 620,Windows 10,2.1kg,48058.56,1,Full HD,0,1366,768,Intel,Core i7 8550U,1.8,1024GB,HDD,1024.0,Intel,HD Graphics,U 620,8.0,2.1
324,Acer,Notebook,15.6,1366x768,AMD A12-Series 9720P 2.7GHz,8GB,256GB SSD,AMD Radeon RX 540,Windows 10,2.2kg,35111.52,0,Not_given,0,1366,768,Amd,A12-Series 9720P,2.7,256GB,SSD,256.0,AMD,Radeon RX,540,8.0,2.2
325,Lenovo,Notebook,14,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.44kg,15557.76,0,Not_given,0,1366,768,Intel,Celeron Dual Core N3350,1.1,32GB,Flash Storage,32.0,Intel,HD Graphics,500,4.0,1.44
326,Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,6GB,1TB HDD,Intel HD Graphics 620,Windows 10,8.23kg,29250.72,0,Not_given,0,1366,768,Intel,Core i5 7200U,2.5,1024GB,HDD,1024.0,Intel,HD Graphics,620,6.0,8.23
327,Asus,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.7kg,55938.672,0,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,256GB,SSD,256.0,Nvidia,GeForce,940MX,8.0,1.7
328,HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.26kg,71128.8,0,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.26
329,Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06kg,140605.92,0,4K Ultra HD,1,3840,2160,Intel,Core i7 7700HQ,2.8,1024GB,SSD,1024.0,Nvidia,GeForce GTX,1050,32.0,2.06
330,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7kg,63882.72,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,GeForce GTX,1050 Ti,8.0,2.7
331,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.0kg,50243.04,1,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,2.0
332,Asus,Notebook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10,2kg,71075.52,0,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,256GB + 1024GB,SSD+HDD,1280.0,Intel,HD Graphics,620,8.0,2.0
333,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,1.85kg,23922.72,0,Full HD,0,1920,1080,Intel,Core i3 6006U,2.0,1024GB,HDD,1024.0,Intel,HD Graphics,520,4.0,1.85
334,Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.5kg,53226.72,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB,SSD,256.0,Nvidia,GeForce GTX,1050,8.0,2.5
335,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.48kg,67559.04,0,Full HD,0,1920,1080,Intel,Core i5 7300U,2.6,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.48
337,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.84kg,60952.32,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.84
338,Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,Linux,2kg,14651.4672,0,Not_given,0,1366,768,Intel,Celeron Dual Core N3350,1.1,1024GB,HDD,1024.0,Intel,HD Graphics,500,4.0,2.0
339,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,2kg,60885.72,0,Full HD,0,1920,1080,Intel,Core i5 8250U,1.6,256GB,SSD,256.0,Nvidia,GeForce,940MX,8.0,2.0
340,Dell,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Intel HD Graphics,Linux,2.2kg,14646.672,0,Not_given,0,1366,768,Intel,Celeron Dual Core N3060,1.6,500GB,HDD,500.0,Intel,HD Graphics,Generic,4.0,2.2
341,Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12GB,2TB HDD,AMD Radeon 530,Windows 10,2.2kg,47898.72,0,Full HD,0,1920,1080,Amd,A12-Series 9720P,3.6,2048GB,HDD,2048.0,AMD,Radeon,530,12.0,2.2
342,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,Nvidia GeForce 930MX ,Windows 10,2.1kg,38148.48,1,Full HD,0,1920,1080,Intel,Core i3 7100U,2.4,1024GB,HDD,1024.0,Nvidia,GeForce,930MX,8.0,2.1
343,Lenovo,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Intel UHD Graphics 620,Windows 10,1.4kg,111834.72,1,4K Ultra HD,1,3840,2160,Intel,Core i7 8550U,1.8,512GB,SSD,512.0,Intel,HD Graphics,U 620,16.0,1.4
344,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2kg,84129.12,0,Full HD,0,1920,1080,Intel,Core i7 8550U,1.8,256GB,SSD,256.0,Intel,HD Graphics,U 620,8.0,1.2
345,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4kg,60153.12,1,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB + 2048GB,SSD+HDD,2304.0,Nvidia,GeForce GTX,1050 Ti,16.0,2.4
346,HP,Notebook,14,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.44kg,14865.12,0,Not_given,0,1366,768,Intel,Celeron Dual Core N3060,1.6,32GB,Flash Storage,32.0,Intel,HD Graphics,400,2.0,1.44
347,Dell,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8650U 1.9GHz,16GB,512GB SSD +  256GB SSD,Intel UHD Graphics 620,Windows 10,1.88kg,85672.1088,0,Full HD,0,1920,1080,Intel,Core i7 8650U,1.9,512GB + 256GB,SSD,768.0,Intel,HD Graphics,U 620,16.0,1.88
348,Asus,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5kg,19980.0,0,Not_given,1,1366,768,Intel,Celeron Dual Core N3350,1.1,32GB,Flash Storage,32.0,Intel,HD Graphics,500,4.0,1.5
349,Dell,Ultrabook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,AMD Radeon 530,Windows 10,0.0002kg,35324.64,0,Full HD,0,1920,1080,Intel,Core i5 8250U,1.6,1024GB,HDD,1024.0,AMD,Radeon,530,8.0,0.0002
351,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.84kg,69477.12,0,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.84
352,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7kg,75071.52,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,GeForce GTX,1060,8.0,2.7
353,HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia Quadro M1200,Windows 10,2.6kg,92615.0256,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB,SSD,256.0,Nvidia,Quadro,M1200,8.0,2.6
354,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Nvidia GeForce 930M,Windows 10,2.4kg,74751.84,1,Full HD,0,1920,1080,Intel,Core i7 6500U,2.5,512GB,SSD,512.0,Nvidia,GeForce,930M,16.0,2.4
355,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.02kg,51729.552,0,Full HD,0,1920,1080,Intel,Core i7 8550U,1.8,128GB + 2048GB,SSD+HDD,2176.0,AMD,Radeon,530,8.0,2.02
356,Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,No OS,2.2kg,17155.6272,0,Not_given,0,1366,768,Intel,Celeron Dual Core N3350,1.1,1024GB,HDD,1024.0,Intel,HD Graphics,500,4.0,2.2
357,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.65kg,53226.72,0,Full HD,0,1920,1080,Intel,Core i5 7300HQ,2.5,1024GB,HDD,1024.0,Nvidia,GeForce GTX,1050,8.0,2.65
358,Dell,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8GB,2TB HDD,Intel HD Graphics 620,Windows 10,2.36kg,29696.6736,0,Not_given,1,1366,768,Intel,Core i5 7200U,2.5,2048GB,HDD,2048.0,Intel,HD Graphics,620,8.0,2.36
359,Dell,Notebook,14,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.36kg,76030.56,0,Full HD,0,1920,1080,Intel,Core i5 7300U,2.6,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.36
360,HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.86kg,23389.92,0,Not_given,0,1366,768,Intel,Core i3 6006U,2.0,500GB,HDD,500.0,Intel,HD Graphics,520,4.0,1.86
361,Asus,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2kg,50349.6,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,2.0
362,Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 940MX,Windows 10,2.8kg,38308.32,0,Not_given,0,1600,900,Intel,Core i5 7200U,2.5,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,GeForce GTX,940MX,6.0,2.8
363,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,1.86kg,34045.92,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,1024GB,HDD,1024.0,Intel,HD Graphics,620,8.0,1.86
364,Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8GB,256GB SSD,Nvidia GeForce 920MX ,No OS,2.2kg,26586.72,0,Not_given,0,1366,768,Intel,Core i3 6006U,2.0,256GB,SSD,256.0,Nvidia,GeForce,920MX,8.0,2.2
365,HP,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8GB,2TB HDD,Intel HD Graphics 405,Windows 10,2.04kg,20725.92,0,Not_given,0,1366,768,Intel,Pentium Quad Core N3710,1.6,2048GB,HDD,2048.0,Intel,HD Graphics,405,8.0,2.04
366,Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.8kg,57808.8,0,Full HD,0,1920,1080,Intel,Core i5 8250U,1.6,128GB + 1024GB,SSD+HDD,1152.0,AMD,Radeon,530,8.0,2.8
367,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,No OS,2.4kg,43103.52,1,Full HD,0,1920,1080,Intel,Core i5 7300HQ,2.5,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,GeForce GTX,1050,8.0,2.4
368,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMD Radeon R7 M445,Windows 10,2.33kg,47898.72,0,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,256GB,SSD,256.0,AMD,Radeon,R7 M445,8.0,2.33
369,HP,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.36kg,93240.0,1,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.36
370,Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,512GB SSD +  2TB HDD,Nvidia GeForce GT 940MX,Windows 10,2.26kg,58554.72,0,Full HD,1,1920,1080,Intel,Core i7 7500U,2.7,512GB + 2048GB,SSD+HDD,2560.0,Nvidia,GeForce,GT 940MX,12.0,2.26
371,Acer,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4GB,128GB SSD,AMD Radeon R5,Windows 10,2.1kg,22697.28,0,Not_given,0,1366,768,Amd,A9-Series 9420,3.0,128GB,SSD,128.0,AMD,Radeon,R5,4.0,2.1
372,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,AMD Ryzen 1700 3GHz,16GB,256GB SSD +  1TB HDD,AMD Radeon RX 580,Windows 10,3.25kg,117162.72,1,Full HD,0,1920,1080,Amd,Ryzen 1700,3.0,256GB + 1024GB,SSD+HDD,1280.0,AMD,Radeon RX,580,16.0,3.25
373,Lenovo,Notebook,17.3,1600x900,AMD A8-Series 7410 2.2GHz,4GB,128GB SSD,AMD Radeon R5,Windows 10,2.6kg,26053.92,0,Not_given,0,1600,900,Amd,A8-Series 7410,2.2,128GB,SSD,128.0,AMD,Radeon,R5,4.0,2.6
374,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.62kg,46300.8528,0,Full HD,1,1920,1080,Intel,Core i7 8550U,1.8,256GB,SSD,256.0,Intel,HD Graphics,U 620,8.0,1.62
375,HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4GB,256GB SSD,AMD Radeon R5,Windows 10,1.91kg,26053.3872,0,Full HD,0,1920,1080,Amd,A9-Series 9420,3.0,256GB,SSD,256.0,AMD,Radeon,R5,4.0,1.91
376,Lenovo,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Quad Core N3450 1.1GHz,4GB,128GB SSD,Intel HD Graphics 500,Windows 10,1.59kg,29463.84,1,Not_given,0,1366,768,Intel,Celeron Quad Core N3450,1.1,128GB,SSD,128.0,Intel,HD Graphics,500,4.0,1.59
377,Dell,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.60GHz,4GB,500GB HDD,Intel HD Graphics 400,Windows 10,1.8kg,16463.52,0,Not_given,0,1366,768,Intel,Celeron Dual Core N3060,1.6,500GB,HDD,500.0,Intel,HD Graphics,400,4.0,1.8
378,Asus,Notebook,14,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5kg,15238.08,0,Not_given,0,1366,768,Intel,Celeron Dual Core N3350,1.1,32GB,Flash Storage,32.0,Intel,HD Graphics,500,4.0,1.5
379,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4kg,45074.88,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,1024GB,HDD,1024.0,Nvidia,GeForce GTX,1050,8.0,2.4
380,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.35kg,63456.48,1,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,GeForce GTX,1050,8.0,3.35
381,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Intel HD Graphics 520,No OS,1.85kg,21498.48,0,Full HD,0,1920,1080,Intel,Core i3 6006U,2.0,128GB,SSD,128.0,Intel,HD Graphics,520,4.0,1.85
382,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.3kg,88178.4,1,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,GeForce GTX,1060,8.0,2.3
383,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.5kg,58554.72,1,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Nvidia,GeForce,940MX,8.0,1.5
384,Asus,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.1kg,93181.392,0,Full HD,1,1920,1080,Intel,Core i7 7500U,2.7,512GB,SSD,512.0,Intel,HD Graphics,620,16.0,1.1
385,Lenovo,Ultrabook,14,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.13kg,121584.96,1,Not_given,0,2560,1440,Intel,Core i7 7500U,2.7,512GB,SSD,512.0,Intel,HD Graphics,620,8.0,1.13
386,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.5kg,29250.72,1,Full HD,0,1920,1080,Intel,Core i3 7100U,2.4,128GB,SSD,128.0,Intel,HD Graphics,620,4.0,1.5
387,Dell,Workstation,15.6,Full HD 1920x1080,Intel Core i5 6440HQ 2.6GHz,8GB,500GB HDD,AMD FirePro W5130M,Windows 10,2.23kg,72940.32,0,Full HD,0,1920,1080,Intel,Core i5 6440HQ,2.6,500GB,HDD,500.0,AMD,FirePro,W5130M,8.0,2.23
388,Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8GB,256GB SSD,Nvidia Quadro M1200,Windows 10,2kg,113752.8,1,Full HD,0,1920,1080,Intel,Core i7 6820HQ,2.7,256GB,SSD,256.0,Nvidia,Quadro,M1200,8.0,2.0
389,Lenovo,2 in 1 Convertible,14,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.42kg,133679.52,0,Not_given,1,2560,1440,Intel,Core i7 7500U,2.7,512GB,SSD,512.0,Intel,HD Graphics,620,16.0,1.42
390,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3kg,55357.92,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,1024GB,HDD,1024.0,Nvidia,GeForce GTX,1050,8.0,3.0
391,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,3kg,84768.48,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,GeForce GTX,1050 Ti,16.0,3.0
392,Acer,Notebook,15.6,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,12GB,1TB HDD,Nvidia GeForce MX130,Windows 10,2.2kg,36975.7872,1,Not_given,0,1366,768,Intel,Core i5 8250U,1.6,1024GB,HDD,1024.0,Nvidia,GeForce,MX130,12.0,2.2
393,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7kg,71874.72,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB,SSD,256.0,Nvidia,GeForce GTX,1050 Ti,8.0,2.7
394,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMD Radeon R7 M445,Linux,2.33kg,41498.1936,0,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,256GB,SSD,256.0,AMD,Radeon,R7 M445,8.0,2.33
395,HP,Ultrabook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4GB,256GB SSD,AMD Radeon 520,Windows 10,1.91kg,26586.72,0,Full HD,0,1920,1080,Amd,A9-Series 9420,3.0,256GB,SSD,256.0,AMD,Radeon,520,4.0,1.91
396,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,AMD Radeon RX 550,Windows 10,2.1kg,65510.9568,1,Full HD,0,1920,1080,Intel,Core i7 8550U,1.8,256GB,SSD,256.0,AMD,Radeon RX,550,8.0,2.1
397,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.9kg,49976.64,1,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.9
398,Dell,Workstation,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia Quadro M1200,Windows 10,1.78kg,144495.36,0,4K Ultra HD,1,3840,2160,Intel,Core i7 7700HQ,2.8,256GB,SSD,256.0,Nvidia,Quadro,M1200,8.0,1.78
399,Lenovo,Ultrabook,14,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,16GB,1TB SSD,Intel HD Graphics 620,Windows 10,1.13kg,139860.0,1,Not_given,0,2560,1440,Intel,Core i7 7500U,2.7,1024GB,SSD,1024.0,Intel,HD Graphics,620,16.0,1.13
400,Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,Windows 10,2.2kg,16303.68,0,Not_given,0,1366,768,Intel,Celeron Dual Core N3350,1.1,1024GB,HDD,1024.0,Intel,HD Graphics,500,4.0,2.2
401,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.9kg,81465.12,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,GeForce GTX,1050,16.0,2.9
402,Lenovo,Notebook,25.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD +  1TB HDD,AMD Radeon RX 550,Windows 10,2.1kg,60978.96,1,Full HD,0,1920,1080,Intel,Core i5 8250U,1.6,256GB + 1024GB,SSD+HDD,1280.0,AMD,Radeon RX,550,8.0,2.1
403,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,Linux,2.5kg,46833.12,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB,SSD,256.0,Nvidia,GeForce GTX,1050,8.0,2.5
404,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.8kg,119826.72,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,GeForce GTX,1070,16.0,2.8
405,Asus,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.10kg,99793.44,0,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,512GB,SSD,512.0,Intel,HD Graphics,620,8.0,1.1
406,Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.2kg,93080.16,0,Full HD,0,1920,1080,Intel,Core i7 6500U,2.5,512GB,SSD,512.0,Intel,HD Graphics,520,16.0,1.2
407,Dell,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,512GB SSD,Intel HD Graphics,Windows 10,1.36kg,89510.4,0,Full HD,0,1920,1080,Intel,Core i7 7600U,2.8,512GB,SSD,512.0,Intel,HD Graphics,Generic,8.0,1.36
408,Lenovo,Notebook,35.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.2kg,21791.52,0,Full HD,0,1920,1080,Intel,Core i3 6006U,2.0,500GB,HDD,500.0,Intel,HD Graphics,520,4.0,2.2
409,Lenovo,Notebook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.15kg,16221.096,0,Not_given,0,1366,768,Intel,Celeron Dual Core N3350,1.1,32GB,Flash Storage,32.0,Intel,HD Graphics,500,2.0,1.15
410,Lenovo,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,Nvidia Quadro M1200,Windows 10,2.67kg,102564.0,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,512GB,SSD,512.0,Nvidia,Quadro,M1200,8.0,2.67
